road_segment_name_cbs,road_segment_name,road_segment_id,road,segment,provider_code,2020_cbs,2020_anyway,2021_cbs,2021_anyway,2022_cbs,2022_anyway,junctions_ids_in_segment,junctions_names_in_segment,road_names_matches,2020_match,2021_match,2022_match,all_match,diff_anyway_cbs
כניסה לאביעזר - שער יישוב אביעזר,כניסה לאביעזר - שער יישוב אביעזר,36710010.0,3671,10,1,0.0,0,0.0,0,1.0,1,"[1897, 11559]","['כניסה לאביעזר', 'שער יישוב אביעזר']",True,True,True,True,True,0.0
שער יישוב נחלין צפון - צומת סנט גורג,שער יישוב נחלין צפון - צומת סנט גורג,36760810.0,3676,810,3,0.0,0,1.0,1,1.0,1,"[7131, 11562, 12202]","['צומת חוסאן', 'צומת סנט גורג', 'שער יישוב נחלין צפון']",True,True,True,True,True,0.0
כניסה לאפרת (צפון) - שער יישוב אפרת,כניסה לאפרת (צפון) - שער יישוב אפרת,36770810.0,3677,810,1,0.0,0,1.0,1,1.0,1,"[9216, 10486]","['כניסה לאפרת (צפון)', 'שער יישוב אפרת']",True,True,True,True,True,0.0
כניסה לאפרת (צפון) - שער יישוב אפרת,כניסה לאפרת (צפון) - שער יישוב אפרת,36770810.0,3677,810,3,0.0,0,0.0,0,2.0,2,"[9216, 10486]","['כניסה לאפרת (צפון)', 'שער יישוב אפרת']",True,True,True,True,True,0.0
כניסה לביתר עילית מערב - שער יישוב ביתר עילית מערב,כניסה לביתר עילית מערב - שער יישוב ביתר עילית מערב,36790810.0,3679,810,1,0.0,0,0.0,0,1.0,1,"[12281, 12282]","['כניסה לביתר עילית מערב', 'שער יישוב ביתר עילית מערב']",True,True,True,True,True,0.0
כניסה לעין פשחה - שער יישוב עין פשחה,כניסה לעין פשחה - שער יישוב עין פשחה,36910010.0,3691,810,3,0.0,0,1.0,1,0.0,0,"[7113, 11563]","['כניסה לעין פשחה', 'שער יישוב עין פשחה']",True,True,True,True,True,0.0
כניסה לקליה - שער יישוב קליה,כניסה לקליה - שער יישוב קליה,36920010.0,3692,810,1,1.0,1,0.0,0,0.0,0,"[7114, 9449]","['כניסה לקליה', 'שער יישוב קליה']",True,True,True,True,True,0.0
כניסה לפארק מים קליה - שער יישוב פארק מים קליה,,,3693,810,3,0.0,,0.0,,1.0,,,,False,False,False,False,False,-1.0
שער יישוב עין גדי - כניסה לעין גדי,שער יישוב עין גדי - כניסה לעין גדי,36950010.0,3695,810,1,0.0,0,0.0,0,1.0,1,"[1527, 11567]","['כניסה לעין גדי', 'שער יישוב עין גדי']",True,True,True,True,True,0.0
צומת לאספר - צומת למצוקי דרגות,צומת לאספר - צומת למצוקי דרגות,36980810.0,3698,810,1,1.0,1,1.0,1,0.0,0,"[7271, 10304, 12463, 12470]","['צומת לאספר', 'צומת למצוקי דרגות', 'כניסה לאיבי הנחל', 'כניסה למעלה עמוס']",True,True,True,True,True,0.0
צומת לאספר - צומת למצוקי דרגות,צומת לאספר - צומת למצוקי דרגות,36980810.0,3698,810,3,0.0,0,2.0,2,1.0,1,"[7271, 10304, 12463, 12470]","['צומת לאספר', 'צומת למצוקי דרגות', 'כניסה לאיבי הנחל', 'כניסה למעלה עמוס']",True,True,True,True,True,0.0
כניסה לחוף נווה מדבר - צומת לקליה,כניסה לחוף נווה מדבר - צומת לקליה,36990810.0,3699,810,1,1.0,1,0.0,0,0.0,0,"[10637, 10638, 11564]","['כניסה לחוף נווה מדבר', 'צומת לקליה', 'כניסה לפארק מים קליה']",True,True,True,True,True,0.0
כניסה לחוף נווה מדבר - צומת לקליה,כניסה לחוף נווה מדבר - צומת לקליה,36990810.0,3699,810,3,0.0,0,1.0,1,2.0,2,"[10637, 10638, 11564]","['כניסה לחוף נווה מדבר', 'צומת לקליה', 'כניסה לפארק מים קליה']",True,True,True,True,True,0.0
צומת טוביה - כניסה לעזריקם רחוב הרימון,צומת טוביה - כניסה לעזריקם רחוב הרימון,37030010.0,3703,10,1,2.0,2,1.0,1,3.0,3,"[119, 2505, 3855, 3856, 3857, 12480]","['צומת טוביה', 'כניסה לאורות', 'צומת', 'כניסה לקרית מלאכי שד בן גוריון', 'כניסה לבאר טוביה צפון', 'כניסה לבאר טוביה']",True,True,True,True,True,0.0
צומת טוביה - כניסה לעזריקם רחוב הרימון,צומת טוביה - כניסה לעזריקם רחוב הרימון,37030010.0,3703,10,3,5.0,5,15.0,15,8.0,8,"[119, 2505, 3855, 3856, 3857, 12480]","['צומת טוביה', 'כניסה לאורות', 'צומת', 'כניסה לקרית מלאכי שד בן גוריון', 'כניסה לבאר טוביה צפון', 'כניסה לבאר טוביה']",True,True,True,True,True,0.0
כניסה לעזריקם רחוב הרימון - צומת שדה עוזיהו,כניסה לעזריקם רחוב הרימון - צומת שדה עוזיהו,37030020.0,3703,20,3,0.0,0,0.0,0,1.0,1,"[10697, 12100]","['כניסה לעזריקם רחוב הרימון', 'צומת שדה עוזיהו']",True,True,True,True,True,0.0
,,,3703,999,3,0.0,,0.0,,1.0,,,,False,False,False,False,False,-1.0
צומת אמונים - כניסה לשתולים,צומת אמונים - שער יישוב שתולים,37110010.0,3711,10,1,4.0,3,2.0,2,5.0,4,"[287, 2507, 2509, 2511, 2513, 3858, 10888, 12100]","['צומת אמונים', 'צומת לבית עזרא ', 'צומת לאמונים', 'כניסה לשדה עוזיהו (דרום)', 'כניסה לעזריקם', 'כניסה לאמונים (מערב)', 'כניסה לשתולים מזרח', 'צומת שדה עוזיהו']",False,False,True,False,False,-2.0
צומת אמונים - כניסה לשתולים,צומת אמונים - שער יישוב שתולים,37110010.0,3711,10,3,14.0,13,17.0,16,23.0,21,"[287, 2507, 2509, 2511, 2513, 3858, 10888, 12100]","['צומת אמונים', 'צומת לבית עזרא ', 'צומת לאמונים', 'כניסה לשדה עוזיהו (דרום)', 'כניסה לעזריקם', 'כניסה לאמונים (מערב)', 'כניסה לשתולים מזרח', 'צומת שדה עוזיהו']",False,False,False,False,False,-4.0
,שער יישוב שתולים - כניסה לשתולים,37110020.0,3711,20,1,,1,,0,,1,"[10696, 10901]","['כניסה לשתולים', 'שער יישוב שתולים']",False,False,False,False,False,2.0
,שער יישוב שתולים - כניסה לשתולים,37110020.0,3711,20,3,,1,,1,,2,"[10696, 10901]","['כניסה לשתולים', 'שער יישוב שתולים']",False,False,False,False,False,4.0
,,,3711,999,3,1.0,,0.0,,0.0,,,,False,False,False,False,False,-1.0
צומת לאמונים - כניסה לגבעתי,צומת לאמונים - כניסה לגבעתי,37120010.0,3712,10,3,0.0,0,2.0,2,0.0,0,"[2509, 9235]","['צומת לאמונים', 'כניסה לגבעתי']",True,True,True,True,True,0.0
כניסה לבית עזרא (צפון) - צומת לבית עזרא,כניסה לבית עזרא (צפון) - צומת לבית עזרא,37130010.0,3713,10,1,2.0,2,0.0,0,0.0,0,"[2507, 4255]","['צומת לבית עזרא ', 'כניסה לבית עזרא (צפון)']",True,True,True,True,True,0.0
כניסה לבית עזרא (צפון) - צומת לבית עזרא,כניסה לבית עזרא (צפון) - צומת לבית עזרא,37130010.0,3713,10,3,1.0,1,1.0,1,0.0,0,"[2507, 4255]","['צומת לבית עזרא ', 'כניסה לבית עזרא (צפון)']",True,True,True,True,True,0.0
כניסה לגן יבנה (דרום) - כניסה לשתולים,כניסה לגן יבנה (דרום) - כניסה לשתולים,37140010.0,3714,10,1,2.0,2,1.0,1,1.0,1,"[3944, 10696]","['כניסה לגן יבנה (דרום)', 'כניסה לשתולים']",True,True,True,True,True,0.0
כניסה לגן יבנה (דרום) - כניסה לשתולים,כניסה לגן יבנה (דרום) - כניסה לשתולים,37140010.0,3714,10,3,2.0,2,1.0,1,9.0,9,"[3944, 10696]","['כניסה לגן יבנה (דרום)', 'כניסה לשתולים']",True,True,True,True,True,0.0
כניסה לשדה עוזיהו - שער יישוב שדה עוזיהו,כניסה לשדה עוזיהו - שער יישוב שדה עוזיהו,37170010.0,3717,10,1,0.0,0,2.0,2,0.0,0,"[289, 10287]","['כניסה לשדה עוזיהו', 'שער יישוב שדה עוזיהו']",True,True,True,True,True,0.0
כניסה לשדה עוזיהו - שער יישוב שדה עוזיהו,כניסה לשדה עוזיהו - שער יישוב שדה עוזיהו,37170010.0,3717,10,3,0.0,0,1.0,1,3.0,3,"[289, 10287]","['כניסה לשדה עוזיהו', 'שער יישוב שדה עוזיהו']",True,True,True,True,True,0.0
"כניסה לנתיב הל""ה - שער יישוב נתיב הלה","כניסה לנתיב הל""ה - שער יישוב נתיב הלה",37500010.0,3750,10,3,0.0,0,0.0,0,1.0,1,"[1907, 11946]","['כניסה לנתיב הל""ה', 'שער יישוב נתיב הלה']",True,True,True,True,True,0.0
כניסה לבית לחם - כניסה לקבר רחל מזרח,כניסה לבית לחם - כניסה לקבר רחל מזרח,37540810.0,3754,810,3,0.0,0,0.0,0,2.0,2,"[10402, 10403, 10405]","['כניסה לבית לחם', 'כניסה לקבר רחל מזרח', 'צומת לבית לחם']",True,True,True,True,True,0.0
,צומת בית ג`אלא - כניסה לבית צפאפה,37550810.0,3755,810,1,,1,,3,,1,"[4245, 4246, 7090, 9823, 10433, 12268, 12274]","['כניסה לבית צפאפה', 'צומת מנהרת גילה (דר`)', 'צומת בית ג`אלא', 'כניסה להר גילה', 'צומת להר גילה', 'כניסה למחסום עין יעל', 'כניסה לעין יעל']",False,False,False,False,False,5.0
,צומת בית ג`אלא - כניסה לבית צפאפה,37550810.0,3755,810,3,,4,,6,,15,"[4245, 4246, 7090, 9823, 10433, 12268, 12274]","['כניסה לבית צפאפה', 'צומת מנהרת גילה (דר`)', 'צומת בית ג`אלא', 'כניסה להר גילה', 'צומת להר גילה', 'כניסה למחסום עין יעל', 'כניסה לעין יעל']",False,False,False,False,False,25.0
,כניסה לק` ענבים (מזרח) - שער יישוב ק ענבים,37960010.0,3796,10,3,,0,,0,,1,"[3674, 10757, 11042]","['כניסה לק` ענבים (מזרח)', 'שער יישוב ק ענבים', 'כניסה לבית נקופה']",False,False,False,False,False,1.0
צומת ביצרון - צומת,צומת ביצרון - צומת,38110010.0,3811,10,3,0.0,0,0.0,0,1.0,1,"[2515, 3859]","['צומת ביצרון', 'צומת']",True,True,True,True,True,0.0
כניסה לרמת בית שמש מערב - שער יישוב בית שמש מערב,כניסה לרמת בית שמש מערב - שער יישוב בית שמש מערב,38170010.0,3817,10,1,2.0,2,0.0,0,0.0,0,"[4140, 12158]","['כניסה לרמת בית שמש מערב', 'שער יישוב בית שמש מערב']",True,True,True,True,True,0.0
כניסה לרמת בית שמש מערב - שער יישוב בית שמש מערב,כניסה לרמת בית שמש מערב - שער יישוב בית שמש מערב,38170010.0,3817,10,3,0.0,0,0.0,0,1.0,1,"[4140, 12158]","['כניסה לרמת בית שמש מערב', 'שער יישוב בית שמש מערב']",True,True,True,True,True,0.0
כניסה לרמת בית שמש מערב - כניסה לאזור תעשייה ברוש,כניסה לרמת בית שמש מערב - כניסה לאזור תעשייה ברוש,38190010.0,3819,10,1,2.0,2,0.0,0,0.0,0,"[4140, 12159]","['כניסה לרמת בית שמש מערב', 'כניסה לאזור תעשייה ברוש']",True,True,True,True,True,0.0
כניסה לרמת בית שמש מערב - כניסה לאזור תעשייה ברוש,כניסה לרמת בית שמש מערב - כניסה לאזור תעשייה ברוש,38190010.0,3819,10,3,0.0,0,0.0,0,1.0,1,"[4140, 12159]","['כניסה לרמת בית שמש מערב', 'כניסה לאזור תעשייה ברוש']",True,True,True,True,True,0.0
כניסה לערוגות - שער יישוב ערוגות,כניסה לערוגות - שער יישוב ערוגות,38210010.0,3821,10,3,0.0,0,0.0,0,1.0,1,"[127, 11572]","['כניסה לערוגות', 'שער יישוב ערוגות']",True,True,True,True,True,0.0
צומת גבעות - שער יישוב גבעות,צומת גבעות - שער יישוב גבעות,38220010.0,3822,10,3,0.0,0,1.0,1,1.0,1,"[7129, 12200, 12213]","['צומת גבעות', 'שער יישוב גבעות', 'כניסה לגבעות']",True,True,True,True,True,0.0
צומת אחים - שער יישוב כפר אחים,צומת אחים - שער יישוב כפר אחים,38240010.0,3824,10,1,2.0,2,1.0,1,1.0,1,[3002],['צומת אחים'],True,True,True,True,True,0.0
צומת אחים - שער יישוב כפר אחים,צומת אחים - שער יישוב כפר אחים,38240010.0,3824,10,3,0.0,0,1.0,1,5.0,3,[3002],['צומת אחים'],True,True,True,False,False,-2.0
צומת אחים - שער יישוב אל עזי,צומת אחים - שער יישוב אל עזי,38250010.0,3825,10,1,2.0,2,1.0,1,1.0,1,"[3002, 10235, 10614]","['צומת אחים', 'שער יישוב ינון', 'שער יישוב אל עזי']",True,True,True,True,True,0.0
צומת אחים - שער יישוב אל עזי,צומת אחים - שער יישוב אל עזי,38250010.0,3825,10,3,0.0,0,1.0,1,3.0,3,"[3002, 10235, 10614]","['צומת אחים', 'שער יישוב ינון', 'שער יישוב אל עזי']",True,True,True,True,True,0.0
כניסה לבית שמש רח וירגיניה - שער יישוב אזור תעשייה ברוש,כניסה לבית שמש רח וירגיניה - שער יישוב אזור תעשייה ברוש,38290010.0,3829,10,1,0.0,0,0.0,0,1.0,1,"[9797, 12161]","['כניסה לבית שמש רח וירגיניה', 'שער יישוב אזור תעשייה ברוש']",True,True,True,True,True,0.0
כניסה לבית שמש רח וירגיניה - שער יישוב אזור תעשייה ברוש,כניסה לבית שמש רח וירגיניה - שער יישוב אזור תעשייה ברוש,38290010.0,3829,10,3,1.0,1,0.0,0,0.0,0,"[9797, 12161]","['כניסה לבית שמש רח וירגיניה', 'שער יישוב אזור תעשייה ברוש']",True,True,True,True,True,0.0
"כניסה לכפר הרי""ף - שער יישוב כפר הריף","כניסה לכפר הרי""ף - שער יישוב כפר הריף",38300010.0,3830,10,3,1.0,1,0.0,0,0.0,0,"[5896, 11573]","['כניסה לכפר הרי""ף', 'שער יישוב כפר הריף']",True,True,True,True,True,0.0
כניסה לישעי - שער יישוב ישעי,כניסה לישעי - שער יישוב ישעי,38330010.0,3833,10,1,0.0,0,0.0,0,1.0,1,"[625, 10291]","['כניסה לישעי', 'שער יישוב ישעי']",True,True,True,True,True,0.0
כניסה לישעי - שער יישוב ישעי,כניסה לישעי - שער יישוב ישעי,38330010.0,3833,10,3,1.0,1,0.0,0,0.0,0,"[625, 10291]","['כניסה לישעי', 'שער יישוב ישעי']",True,True,True,True,True,0.0
כניסה לתירוש - שער יישוב תירוש,כניסה לתירוש - שער יישוב תירוש,38340010.0,3834,10,3,1.0,1,0.0,0,1.0,1,"[3733, 11575]","['כניסה לתירוש', 'שער יישוב תירוש']",True,True,True,True,True,0.0
צומת בית שמש (מרכז ביג) - שער יישוב דיר ראפאת,צומת בית שמש (מרכז ביג) - שער יישוב דיר ראפאת,38350010.0,3835,10,1,1.0,1,0.0,0,3.0,3,"[629, 631, 3672, 4147, 12025]","['צומת צרעה', 'צומת בית שמש (מרכז ביג)', 'כניסה לצרעה', 'כניסה לאכסניה(גבעת שמש)', 'שער יישוב דיר ראפאת']",True,True,True,True,True,0.0
צומת בית שמש (מרכז ביג) - שער יישוב דיר ראפאת,צומת בית שמש (מרכז ביג) - שער יישוב דיר ראפאת,38350010.0,3835,10,3,0.0,0,2.0,2,4.0,4,"[629, 631, 3672, 4147, 12025]","['צומת צרעה', 'צומת בית שמש (מרכז ביג)', 'כניסה לצרעה', 'כניסה לאכסניה(גבעת שמש)', 'שער יישוב דיר ראפאת']",True,True,True,True,True,0.0
כניסה לתחנת רכבת - כניסה לרכבת מלאכי יואב,כניסה לתחנת רכבת - כניסה לרכבת מלאכי יואב,38360010.0,3836,10,3,0.0,0,0.0,0,1.0,1,"[10594, 11576]","['כניסה לתחנת רכבת', 'כניסה לרכבת מלאכי יואב']",True,True,True,True,True,0.0
שער יישוב כפר אוריה - כניסה לכפר אוריה,,,3837,10,1,1.0,,0.0,,0.0,,,,False,False,False,False,False,-1.0
שער יישוב כפר אוריה - כניסה לכפר אוריה,שער יישוב כפר אוריה - כניסה לכפר אוריה,38370010.0,3837,10,3,1.0,1,0.0,0,1.0,1,"[843, 10641]","['כניסה לכפר אוריה', 'שער יישוב כפר אוריה']",True,True,True,True,True,0.0
כניסה לתרום - שער יישוב תרום,כניסה לתרום - שער יישוב תרום,38390010.0,3839,10,1,0.0,0,0.0,0,1.0,1,"[839, 11577]","['כניסה לתרום', 'שער יישוב תרום']",True,True,True,True,True,0.0
שער יישוב זנוח - כניסה לזנוח,שער יישוב זנוח - כניסה לזנוח,38530010.0,3853,10,1,1.0,1,0.0,0,0.0,0,"[10546, 10547]","['כניסה לזנוח', 'שער יישוב זנוח']",True,True,True,True,True,0.0
שער יישוב זנוח - כניסה לזנוח,שער יישוב זנוח - כניסה לזנוח,38530010.0,3853,10,3,2.0,1,0.0,0,1.0,1,"[10546, 10547]","['כניסה לזנוח', 'שער יישוב זנוח']",True,False,True,True,False,-1.0
צומת זנוח - צומת מחסיה,צומת זנוח - צומת מחסיה,38550010.0,3855,10,1,2.0,2,0.0,0,1.0,1,"[1909, 4132, 9427, 10546, 10548, 12134]","['צומת זנוח', 'כניסה לרמת בית שמש', 'כניסה לבית שמש רח שד הרב הרצוג', 'כניסה לזנוח', 'כניסה למחסיה', 'כניסה לבית שמש רח קארו']",True,True,True,True,True,0.0
צומת זנוח - צומת מחסיה,צומת זנוח - צומת מחסיה,38550010.0,3855,10,3,5.0,5,2.0,2,9.0,9,"[1909, 4132, 9427, 10546, 10548, 12134]","['צומת זנוח', 'כניסה לרמת בית שמש', 'כניסה לבית שמש רח שד הרב הרצוג', 'כניסה לזנוח', 'כניסה למחסיה', 'כניסה לבית שמש רח קארו']",True,True,True,True,True,0.0
צומת מחסיה - צומת לבית שמש,צומת מחסיה - צומת לבית שמש,38550020.0,3855,20,1,2.0,2,0.0,0,2.0,2,"[3577, 10550, 12135, 12153]","['צומת מחסיה', 'צומת לבית שמש', 'כניסה לבית שמש רח יגאל אלון', 'צומת נחם']",True,True,True,True,True,0.0
צומת מחסיה - צומת לבית שמש,צומת מחסיה - צומת לבית שמש,38550020.0,3855,20,3,2.0,2,1.0,1,0.0,0,"[3577, 10550, 12135, 12153]","['צומת מחסיה', 'צומת לבית שמש', 'כניסה לבית שמש רח יגאל אלון', 'צומת נחם']",True,True,True,True,True,0.0
צומת נחם - שער יישוב נחם,צומת נחם - שער יישוב נחם,38650010.0,3865,10,3,1.0,1,0.0,0,1.0,1,"[3456, 3500, 10615, 12153]","['כניסה לביח""ר נשר', 'צומת הרטוב', 'שער יישוב נחם', 'צומת נחם']",True,True,True,True,True,0.0
צומת מחסיה - צומת נס הרים,צומת מחסיה - צומת נס הרים,38660010.0,3866,10,1,9.0,9,6.0,6,6.0,6,"[1921, 3577, 9407, 9957]","['צומת נס הרים', 'צומת מחסיה', 'כניסה לנס הרים', 'כניסה לנס הרים (מערב)']",True,True,True,True,True,0.0
צומת מחסיה - צומת נס הרים,צומת מחסיה - צומת נס הרים,38660010.0,3866,10,3,7.0,7,7.0,7,6.0,6,"[1921, 3577, 9407, 9957]","['צומת נס הרים', 'צומת מחסיה', 'כניסה לנס הרים', 'כניסה לנס הרים (מערב)']",True,True,True,True,True,0.0
כניסה לאבן ספיר - שער יישוב אבן ספיר,כניסה לאבן ספיר - שער יישוב אבן ספיר,38750010.0,3875,10,1,1.0,1,0.0,0,0.0,0,"[10320, 10321]","['כניסה לאבן ספיר', 'שער יישוב אבן ספיר']",True,True,True,True,True,0.0
כניסה לאבן ספיר - שער יישוב אבן ספיר,כניסה לאבן ספיר - שער יישוב אבן ספיר,38750010.0,3875,10,3,6.0,6,0.0,0,3.0,3,"[10320, 10321]","['כניסה לאבן ספיר', 'שער יישוב אבן ספיר']",True,True,True,True,True,0.0
כניסה לאורה - כניסה ליד קנדי,כניסה לאורה - כניסה ליד קנדי,38770010.0,3877,10,1,0.0,0,0.0,0,1.0,1,"[3026, 3533, 3661, 3940]","['כניסה לאורה', 'כניסה ליד קנדי', 'כניסה לעמינדב', 'כניסה לאורה-מסילה']",True,True,True,True,True,0.0
כניסה לאורה - כניסה ליד קנדי,כניסה לאורה - כניסה ליד קנדי,38770010.0,3877,10,3,1.0,1,4.0,4,5.0,5,"[3026, 3533, 3661, 3940]","['כניסה לאורה', 'כניסה ליד קנדי', 'כניסה לעמינדב', 'כניסה לאורה-מסילה']",True,True,True,True,True,0.0
כניסה לבני עייש צפון - צומת ביצרון,כניסה לבני עייש צפון - צומת ביצרון,39220010.0,3922,10,1,4.0,4,6.0,6,7.0,7,"[717, 2517, 3860, 9098, 9109, 9110, 9112, 12026, 12098]","['צומת חצור אשדוד', 'כניסה לבני עי""ש', 'כניסה לבני עייש רח רבין', 'צומת', 'כניסה לאזור תעשייה כנות (צפון)', 'כניסה לאזור תעשייה כנות (דרום)', 'כניסה לבני עייש (מערב)', 'כניסה לבני עייש צפון', 'כניסה למפעלי כנות']",True,True,True,True,True,0.0
כניסה לבני עייש צפון - צומת ביצרון,כניסה לבני עייש צפון - צומת ביצרון,39220010.0,3922,10,3,5.0,5,10.0,10,14.0,14,"[717, 2517, 3860, 9098, 9109, 9110, 9112, 12026, 12098]","['צומת חצור אשדוד', 'כניסה לבני עי""ש', 'כניסה לבני עייש רח רבין', 'צומת', 'כניסה לאזור תעשייה כנות (צפון)', 'כניסה לאזור תעשייה כנות (דרום)', 'כניסה לבני עייש (מערב)', 'כניסה לבני עייש צפון', 'כניסה למפעלי כנות']",True,True,True,True,True,0.0
צומת ביצרון - כניסה לגן הדרום,צומת ביצרון - כניסה לגן הדרום,39220020.0,3922,20,1,1.0,1,2.0,2,1.0,0,"[2515, 2519]","['צומת ביצרון', 'כניסה לחצור אשדוד']",True,True,True,False,False,-1.0
צומת ביצרון - כניסה לגן הדרום,צומת ביצרון - כניסה לגן הדרום,39220020.0,3922,20,3,1.0,1,2.0,2,3.0,3,"[2515, 2519]","['צומת ביצרון', 'כניסה לחצור אשדוד']",True,True,True,True,True,0.0
כניסה לכנות מזרח - שער יישוב כנות,כניסה לכנות מזרח - שער יישוב כנות,39240010.0,3924,10,1,2.0,2,3.0,3,5.0,5,"[10263, 10264, 12098]","['שער יישוב כנות', 'כניסה לכנות מזרח', 'כניסה למפעלי כנות']",True,True,True,True,True,0.0
כניסה לכנות מזרח - שער יישוב כנות,כניסה לכנות מזרח - שער יישוב כנות,39240010.0,3924,10,3,0.0,0,2.0,2,4.0,4,"[10263, 10264, 12098]","['שער יישוב כנות', 'כניסה לכנות מזרח', 'כניסה למפעלי כנות']",True,True,True,True,True,0.0
צומת לבני ראם - כניסה לבני ראם מזרח,צומת לבני ראם - כניסה לבני ראם מזרח,39310010.0,3931,10,1,0.0,0,1.0,1,0.0,0,"[10278, 10829]","['כניסה לבני ראם מזרח', 'צומת לבני ראם']",True,True,True,True,True,0.0
צומת חפץ חיים - כניסה לבית חלקיה,צומת חפץ חיים - כניסה לבית חלקיה,39330010.0,3933,10,1,1.0,1,3.0,3,3.0,3,"[139, 715, 2521, 10434, 11580]","['כניסה לבית חלקיה', 'צומת חפץ חיים', 'כניסה לחפץ חיים', 'שער יישוב חפץ חיים', 'שער יישוב בית חלקיה']",True,True,True,True,True,0.0
צומת חפץ חיים - כניסה לבית חלקיה,צומת חפץ חיים - כניסה לבית חלקיה,39330010.0,3933,10,3,3.0,3,5.0,5,3.0,3,"[139, 715, 2521, 10434, 11580]","['כניסה לבית חלקיה', 'צומת חפץ חיים', 'כניסה לחפץ חיים', 'שער יישוב חפץ חיים', 'שער יישוב בית חלקיה']",True,True,True,True,True,0.0
שער יישוב בני עייש - כניסה לבני עייש (מערב),שער יישוב בני עייש - כניסה לבני עייש (מערב),39340010.0,3934,10,1,2.0,2,2.0,2,1.0,1,"[9112, 10336, 10338]","['כניסה לבני עייש (מערב)', 'שער יישוב בני עייש', 'כניסה לביצרון']",True,True,True,True,True,0.0
שער יישוב בני עייש - כניסה לבני עייש (מערב),שער יישוב בני עייש - כניסה לבני עייש (מערב),39340010.0,3934,10,3,1.0,1,1.0,1,6.0,6,"[9112, 10336, 10338]","['כניסה לבני עייש (מערב)', 'שער יישוב בני עייש', 'כניסה לביצרון']",True,True,True,True,True,0.0
כניסה לרבדים - שער יישוב רבדים,כניסה לרבדים - שער יישוב רבדים,39350010.0,3935,10,1,1.0,1,1.0,1,0.0,0,"[137, 10283]","['כניסה לרבדים', 'שער יישוב רבדים']",True,True,True,True,True,0.0
כניסה לרבדים - שער יישוב רבדים,כניסה לרבדים - שער יישוב רבדים,39350010.0,3935,10,3,0.0,0,1.0,1,1.0,1,"[137, 10283]","['כניסה לרבדים', 'שער יישוב רבדים']",True,True,True,True,True,0.0
צומת גני טל - כניסה לחפץ חיים,צומת גני טל - כניסה לחפץ חיים,39360010.0,3936,10,1,0.0,0,0.0,0,1.0,1,"[2521, 10829, 10889]","['כניסה לחפץ חיים', 'צומת לבני ראם', 'צומת גני טל']",True,True,True,True,True,0.0
כניסה ליד בנימין - שער יישוב יד בנימין,כניסה ליד בנימין - שער יישוב יד בנימין,39370010.0,3937,10,1,1.0,1,0.0,0,0.0,0,"[141, 11947]","['כניסה ליד בנימין', 'שער יישוב יד בנימין']",True,True,True,True,True,0.0
כניסה ליד בנימין - שער יישוב יד בנימין,כניסה ליד בנימין - שער יישוב יד בנימין,39370010.0,3937,10,3,2.0,2,2.0,2,0.0,0,"[141, 11947]","['כניסה ליד בנימין', 'שער יישוב יד בנימין']",True,True,True,True,True,0.0
כניסה לרמת בית שמש מזרח - צומת כניסה לבית שמש מזרח,,,3938,10,1,0.0,,0.0,,1.0,,,,False,False,False,False,False,-1.0
מחלף שורש - שער יישוב בית מאיר,מחלף שורש - שער יישוב בית מאיר,39550010.0,3955,10,1,0.0,0,1.0,1,0.0,0,"[23, 2523, 2525, 10284]","['מחלף שורש', 'כניסה לשואבה', 'כניסה לשורש', 'שער יישוב בית מאיר']",True,True,True,True,True,0.0
מחלף שורש - שער יישוב בית מאיר,מחלף שורש - שער יישוב בית מאיר,39550010.0,3955,10,3,5.0,5,10.0,10,8.0,8,"[23, 2523, 2525, 10284]","['מחלף שורש', 'כניסה לשואבה', 'כניסה לשורש', 'שער יישוב בית מאיר']",True,True,True,True,True,0.0
צומת הר איתן - סטף - מחלף הראל,צומת הר איתן - סטף - מחלף הראל,39650010.0,3965,10,1,1.0,1,1.0,1,2.0,2,"[33, 1935, 2529, 2531, 3592, 9135]","['מחלף הראל', 'צומת הר איתן - סטף', 'כניסה למעוז ציון', 'צומת מעוז ציון (רח שבע אחיות)', 'כניסה למחצבות אבן וסיד', 'מחלף הראל דרום']",True,True,True,True,True,0.0
צומת הר איתן - סטף - מחלף הראל,צומת הר איתן - סטף - מחלף הראל,39650010.0,3965,10,3,5.0,5,9.0,9,5.0,5,"[33, 1935, 2529, 2531, 3592, 9135]","['מחלף הראל', 'צומת הר איתן - סטף', 'כניסה למעוז ציון', 'צומת מעוז ציון (רח שבע אחיות)', 'כניסה למחצבות אבן וסיד', 'מחלף הראל דרום']",True,True,True,True,True,0.0
שער יישוב עין נקובא - כניסה לעין חמד,,,3973,10,1,1.0,,1.0,,0.0,,,,False,False,False,False,False,-2.0
שער יישוב עין נקובא - כניסה לעין חמד,שער יישוב עין נקובא - כניסה לעין חמד,39730010.0,3973,10,3,0.0,0,1.0,1,1.0,1,"[2533, 10639]","['כניסה לעין חמד', 'שער יישוב עין נקובא']",True,True,True,True,True,0.0
כניסה לעין חמד - כניסה למבשרת ציון רח הבושם,כניסה לעין חמד - כניסה למבשרת ציון רח הבושם,39740010.0,3974,10,3,0.0,0,1.0,1,1.0,1,"[2533, 10640]","['כניסה לעין חמד', 'כניסה למבשרת ציון רח הבושם']",True,True,True,True,True,0.0
