NAME,SEMEL,ENGLISH_NAME,DISTRICT,NAPA,NATURAL_ZONE,MUNICIPAL_STANCE,METROPOLITAN,RELIGION,POPULATION,OTHER,JEWS,ARAB,FOUNDED,TZURA,IRGUN,CENTER,ALTITUDE,PLANNING,POLICE,YEAR,TAATIK
יציץ,759,YAZIZ,4,43,432,30,143,1,805,0.8,0.8,,1950,310,1,1868964119,72,426,10002241,2017,Yaziz
יקום,417,YAQUM,4,41,411,19,141,1,733,0.7,0.7,,1947,330,15,1853068397,15,401,15000060,2017,Yaqum
יקיר,3647,YAQIR,7,73,,72,145,1,2056,2.1,2,,1981,190,,2108767292,396,710,10003262,2017,Yaqir
יקנעם (מושבה),241,YOQNE'AM(MOSHAVA),2,23,235,13,,1,1367,1.4,1.3,,1935,310,10,2110672890,58,254,10000911,2017,Yoqne'am(Moshava)
יקנעם עילית,240,YOQNE'AM ILLIT,2,23,235,0,223,1,22746,22.7,20.8,,1950,160,,2091772807,151,222,10000911,2017,Yoqne'am Illit
יראון,623,YIR'ON,2,21,212,1,,1,390,0.4,0.3,,1949,330,15,2428677582,680,253,10004528,2017,Yir'on
ירדנה,2026,YARDENA,2,23,231,7,,1,360,0.4,0.4,,1952,310,1,2532871906,-236,202,10004568,2017,Yardena
ירוחם,831,YEROHAM,6,62,626,99,,1,9511,9.2,8.5,,1951,180,,1930854414,524,612,10001918,2017,Yeroham
ירושלים,3000,JERUSALEM,1,11,111,0,410,4,901302,559.8,546.1,341.5,ותיק,120,,2209463224,715,101,10002489,2017,Jerusalem
ירחיב,718,YARHIV,4,42,421,20,142,1,1005,1,1,,1949,310,1,1971367328,58,417,10002155,2017,Yarhiv
ירכא,502,YIRKA,2,24,243,99,,2,16747,,,16.7,,270,,2197076217,255,252,10004315,2017,Yirka
ירקונה,183,YARQONA,4,42,421,20,142,1,368,0.4,0.4,,1932,310,1,1904967246,29,417,10002133,2017,Yarqona
ישע,916,YESHA,6,62,622,38,,1,394,0.4,0.4,,1957,310,1,1430657316,118,651,10001893,2017,Yesha
ישעי,805,YISH'I,1,11,112,26,444,1,767,0.8,0.8,,1950,310,2,1968262879,196,151,15000597,2017,Yish'i
ישרש,828,YASHRESH,4,43,432,30,143,1,1007,1,1,,1950,310,1,1857564697,80,426,10002228,2017,Yashresh
יתד,1227,YATED,6,62,622,38,,1,420,0.4,0.4,,1981,310,1,1359656860,84,651,10001893,2017,Yated
כאבול,504,KABUL,2,24,241,99,241,2,13649,,,13.6,,270,,2198675277,74,263,15002411,2017,Kabul
כאוכב אבו אל-היג'א,505,KAOKAB ABU AL-HIJA,2,24,241,99,241,2,3458,,,3.5,,290,,2235974843,369,261,10004513,2017,Kaokab Abu Al-Hija
כברי,576,KABRI,2,24,245,4,,1,1053,1,1,,1949,330,15,2141876954,96,201,10004302,2017,Kabri
כדורי,371,KADOORIE,2,22,222,3,,1,230,0.2,0.1,,1931,340,,2382773464,140,206,10004552,2017,Kadoorie
כדיתה,1338,KADDITA,2,21,212,2,,1,180,0.2,0.2,,2009,370,10,2437276776,764,209,10004528,2017,Kaddita
כוכב השחר,3564,KOKHAV HASHAHAR,7,74,,73,445,1,2053,2.1,2.1,,1977,190,,2330665192,577,711,10003299,2017,Kokhav HaShahar
כוכב יאיר,1224,KOKHAV YA'IR,4,42,421,99,141,1,8889,8.9,8.8,,1981,180,,1997768091,95,455,10002155,2017,Kokhav Ya'ir
כוכב יעקב,3779,KOKHAV YA'AQOV,7,74,,73,445,1,7687,7.7,7.7,,1985,180,,2231064307,758,711,10003299,2017,Kokhav Ya'aqov
כוכב מיכאל,824,KOKHAV MIKHA'EL,6,61,614,36,,1,1022,1,1,,1950,310,1,1686861528,95,633,10001829,2017,Kokhav Mikha'el 
כורזים,1252,KORAZIM,2,21,213,55,,1,341,0.3,0.3,,1983,350,7,2518675735,165,253,10004540,2017,Korazim 
כחל,1210,KAHAL,2,21,212,55,,1,414,0.4,0.4,,1980,310,1,2480675516,103,253,10004540,2017,Kahal
כחלה,1367,KOCHLEA,6,62,623,69,,2,182,,,0.2,,450,,2050657758,531,624,10001937,2017,Kochlea
כיסופים,840,KISSUFIM,6,62,622,38,,1,233,0.2,0.2,,1951,330,15,1428458732,85,651,10001893,2017,Kissufim 
כישור,1153,KISHOR,2,24,243,56,,1,176,0.2,0.2,,1976,330,15,2237176123,486,205,15002358,2017,Kishor
כליל,1183,KELIL,2,24,243,4,,1,685,0.7,0.6,,1979,370,10,2191176514,174,201,10004302,2017,Kelil
כלנית,1229,KALLANIT,2,22,222,2,,1,220,0.2,0.2,,1981,310,2,2429675339,16,209,10004552,2017,Kallanit
כמאנה,1331,KAMANE,2,24,242,56,,2,1453,,,1.5,,450,,2331475760,502,205,10004465,2017,Kamane
כמהין,1291,KEMEHIN,6,62,626,48,,1,176,0.2,0.2,,1988,310,1,1455653579,225,620,10001918,2017,Kemehin
כמון,1201,KAMMON,2,24,242,56,,1,1366,1.4,1.3,,1980,370,7,2339975746,561,205,10004465,2017,Kammon
כנות,2006,KANNOT,6,61,611,33,143,1,433,0.4,0.4,,1952,340,,1766263444,69,616,10001821,2017,Kannot
כנף,4028,KANAF,2,29,293,71,,1,459,0.5,0.5,,1991,310,1,2658275286,291,219,10004579,2017,Kanaf
כנרת (מושבה),63,KINNERET(MOSHAVA),2,22,221,6,,1,680,0.7,0.7,,1909,350,,2532473678,-73,251,10004552,2017,Kinneret(Moshava)
כנרת (קבוצה),57,KINNERET(QEVUZA),2,22,221,6,,1,681,0.7,0.7,,1908,330,15,2529873551,-171,214,10004552,2017,Kinneret(Qevuza)
כסיפה,1059,KUSEIFE,6,62,623,99,,2,20250,,,20.2,,260,,2084057247,465,652,10001937,2017,Kuseife
כסלון,859,KESALON,1,11,111,26,444,1,418,0.4,0.4,,1952,310,10,2047663127,606,151,15000597,2017,Kesalon
כסרא-סמיע,1296,KISRA-SUMEI,2,24,243,99,,2,8515,,,8.5,,280,,2287976386,624,255,10004484,2017,Kisra-Sumei
כעביה-טבאש-חג'אג'רה,978,KA'ABIYYE-TABBASH-HAJAJRE,2,25,237,99,242,2,5205,,,5.2,,280,,2176973945,163,254,10004411,2017,Ka'abiyye-Tabbash-Hajajre
כפר אביב,857,KEFAR AVIV,4,44,441,32,143,1,800,0.8,0.8,,1951,310,10,1736963771,45,456,15002488,2017,Kefar Aviv
כפר אדומים,3638,KEFAR ADUMMIM,7,74,,73,445,1,4381,4.4,4.4,,1979,190,,2321863714,279,711,10003314,2017,Kefar Adummim
כפר אוריה,364,KEFAR URIYYA,1,11,112,26,444,1,936,0.9,0.9,,1944,310,1,1950363342,203,151,15000597,2017,Kefar Uriyya
כפר אחים,690,KEFAR AHIM,6,61,611,33,143,1,857,0.9,0.8,,1949,310,1,1770562808,54,616,10001821,2017,Kefar Ahim
כפר ביאליק,220,KEFAR BIALIK,3,31,311,12,222,1,871,0.9,0.8,,1934,310,,2084074741,10,301,10004207,2017,Kefar Bialik
"כפר ביל""ו",177,KEFAR BILU,4,44,441,30,143,1,1295,1.3,1.3,,1932,310,1,1836164227,63,426,10002241,2017,Kefar Bilu
כפר בלום,357,KEFAR BLUM,2,21,211,1,,1,746,0.7,0.7,,1943,330,15,2572678641,76,253,10004591,2017,Kefar Blum
כפר בן נון,2010,KEFAR BIN NUN,4,43,432,30,143,1,727,0.7,0.7,,1952,310,10,1951064104,148,426,10002228,2017,Kefar Bin Nun
כפר ברא,633,KAFAR BARA,4,42,422,99,142,2,3489,,,3.5,,290,,1973967086,111,451,10002155,2017,Kafar Bara
כפר ברוך,132,KEFAR BARUKH,2,23,234,9,,1,572,0.6,0.6,,1926,310,1,2181772798,56,254,10004411,2017,Kefar Barukh
כפר גדעון,106,KEFAR GID'ON,2,23,234,9,,1,360,0.4,0.4,,1923,310,19,2276072774,90,254,10000911,2017,Kefar Gid'on
כפר גלים,427,KEFAR GALLIM,3,31,311,15,223,1,339,0.3,0.2,,1952,340,,1964574128,18,399,10004710,2017,Kefar Gallim
כפר גליקסון,310,KEFAR GLIKSON,3,32,324,14,,1,291,0.3,0.3,,1939,330,6,2006571239,62,351,10004333,2017,Kefar Glikson
כפר גלעדי,76,KEFAR GIL'ADI,2,21,211,1,,1,670,0.7,0.6,,1916,330,15,2539579418,313,253,10004591,2017,Kefar Gil'adi
כפר דניאל,707,KEFAR DANIYYEL,4,43,431,25,142,1,725,0.7,0.7,,1949,320,15,1937364901,96,424,10002261,2017,Kefar Daniyyel
כפר האורנים,3796,KEFAR HAORANIM,7,74,,73,,1,2708,2.7,2.7,,1998,190,,2036264742,300,711,10003299,2017,Kefar HaOranim
כפר החורש,192,KEFAR HAHORESH,2,23,237,9,,1,661,0.7,0.6,,1933,330,15,2258773405,402,254,10004411,2017,Kefar HaHoresh
כפר המכבי,254,KEFAR HAMAKKABBI,3,31,311,12,222,1,368,0.4,0.4,,1936,330,15,2111874395,28,301,10004207,2017,Kefar HaMakkabbi
כפר הנגיד,582,KEFAR HANAGID,4,44,442,27,143,1,1216,1.2,1.2,,1949,310,1,1764264395,20,456,15002488,2017,Kefar HaNagid
כפר הנוער הדתי,890,KEFAR HANO'AR HADATI,3,31,311,12,222,1,240,0.2,0.2,,1937,340,,2095073872,45,301,10004207,2017,Kefar HaNo'ar Hadati
כפר הנשיא,443,KEFAR HANASI,2,21,213,1,,1,850,0.8,0.8,,1948,330,15,2567576448,265,253,10004540,2017,Kefar HaNasi
כפר הס,187,KEFAR HESS,4,41,411,18,141,1,1599,1.6,1.6,,1933,310,1,1939568366,74,412,15000060,2017,Kefar Hess
"כפר הרא""ה",217,KEFAR HARO'E,4,41,411,16,141,1,1499,1.5,1.5,,1934,310,2,1919269967,23,409,15000060,2017,Kefar HaRo'e
"כפר הרי""ף",888,KEFAR HARIF,6,61,611,35,,1,844,0.8,0.8,,1956,310,10,1804462818,70,632,10001821,2017,Kefar Harif
כפר ויתקין,190,KEFAR VITKIN,4,41,411,16,141,1,2005,2,2,,1933,191,,1887369867,14,409,15000060,2017,Kefar Vitkin
כפר ורבורג,320,KEFAR WARBURG,6,61,611,33,143,1,1130,1.1,1.1,,1939,310,1,1741662526,54,616,10001821,2017,Kefar Warburg
כפר ורדים,1263,KEFAR WERADIM,2,24,243,99,,1,5546,5.4,5.2,,1984,180,,2255076677,533,255,10004484,2017,Kefar Weradim
כפר זוהרים,1325,KEFAR ZOHARIM,1,11,112,26,,1,197,0.2,0.2,,1995,340,,1929261436,301,151,15000597,2017,Kefar Zoharim                                     
כפר זיתים,786,KEFAR ZETIM,2,22,222,3,,1,786,0.8,0.8,,1950,310,1,2437674633,51,206,10004552,2017,Kefar Zetim
"כפר חב""ד",696,KEFAR HABAD,4,43,432,40,133,1,6214,6.2,6.2,,1949,180,,1859965527,40,425,10002207,2017,Kefar Habad
כפר חושן,609,KEFAR HOSHEN,2,21,212,2,,1,755,0.8,0.8,,1949,310,1,2414876857,736,209,10004528,2017,Kefar Hoshen
כפר חיטים,255,KEFAR HITTIM,2,22,222,3,,1,635,0.6,0.6,,1936,320,1,2474174517,31,206,10004552,2017,Kefar Hittim
כפר חיים,193,KEFAR HAYYIM,4,41,411,16,141,1,623,0.6,0.6,,1933,310,1,1908269563,13,409,15000060,2017,Kefar Hayyim
כפר חנניה,1297,KEFAR HANANYA,2,21,212,2,,1,742,0.7,0.7,,1990,370,2,2399275781,326,209,10004465,2017,Kefar Hananya
כפר חסידים א',112,KEFAR HASIDIM ALEF,3,31,311,12,222,1,861,0.9,0.8,,1924,310,19,2089873955,14,301,10004207,2017,Kefar Hasidim Alef
כפר חסידים ב',889,KEFAR HASIDIM BET,3,31,311,12,222,1,439,0.4,0.2,,1950,350,,2084973948,17,301,10004207,2017,Kefar Hasidim Bet
כפר חרוב,4004,KEFAR HARUV,2,29,294,71,,1,400,0.4,0.4,,1974,330,15,2624074092,311,219,10004579,2017,Kefar Haruv
כפר טרומן,673,KEFAR TRUMAN,4,43,432,25,142,1,877,0.9,0.9,,1949,310,1,1929765418,56,424,10002168,2017,Kefar Truman
כפר יאסיף,507,KAFAR YASIF,2,24,245,99,,2,9867,,,9.8,,280,,2155976211,58,252,10004315,2017,Kafar Yasif
כפר ידידיה,233,KEFAR YEDIDYA,4,41,411,16,141,1,743,0.7,0.7,,1935,310,1,1906569469,24,409,15000060,2017,Kefar Yedidya
כפר יהושע,140,KEFAR YEHOSHUA,2,23,235,9,,1,1211,1.2,1.2,,1927,310,1,2145773196,47,254,10004411,2017,Kefar Yehoshua
כפר יונה,168,KEFAR YONA,4,41,411,0,141,1,22537,22.5,22,,1932,160,,1937869133,42,457,15000060,2017,Kefar Yona
כפר יחזקאל,85,KEFAR YEHEZQEL,2,23,232,8,,1,1176,1.2,1.1,,1921,310,1,2340571922,5,204,10000911,2017,Kefar Yehezqel
כפר יעבץ,170,KEFAR YA'BEZ,4,41,411,18,141,1,665,0.7,0.7,,1932,310,2,1969468679,49,412,15000060,2017,Kefar Ya'bez
כפר כמא,508,KAFAR KAMA,2,22,222,99,,2,3284,,,3.3,,290,,2415873638,209,251,10004552,2017,Kafar Kama
כפר כנא,509,KAFAR KANNA,2,25,237,99,,2,21967,,,21.9,,260,,2323773911,229,257,15002369,2017,Kafar Kanna
כפר מונש,387,KEFAR MONASH,4,41,411,16,141,1,946,0.9,0.9,,1946,310,1,1923169488,17,409,15000060,2017,Kefar Monash
כפר מימון,1095,KEFAR MAYMON,6,62,621,39,,1,346,0.3,0.3,,1959,310,2,1558959355,99,651,10001930,2017,Kefar Maymon
"כפר מל""ל",98,KEFAR MALAL,4,42,421,20,131,1,321,0.3,0.3,,1922,310,1,1901767499,63,417,10002133,2017,Kefar Malal
כפר מנדא,510,KAFAR MANDA,2,24,241,99,,2,19326,,,19.3,,270,,2247174613,179,261,10004513,2017,Kafar Manda
כפר מנחם,274,KEFAR MENAHEM,6,61,611,35,,1,1408,1.4,1.4,,1937,330,15,1842462639,110,632,10001821,2017,Kefar Menahem
כפר מסריק,297,KEFAR MASARYK,2,24,246,4,241,1,821,0.8,0.8,,1938,330,15,2097075506,4,201,10004315,2017,Kefar Masaryk
כפר מצר,512,KAFAR MISR,2,25,233,66,,2,2688,,,2.7,,290,,2398672791,111,251,10000911,2017,Kafar Misr
כפר מרדכי,764,KEFAR MORDEKHAY,4,44,441,32,143,1,659,0.7,0.7,,1950,310,10,1769463769,41,456,15002488,2017,Kefar Mordekhay
כפר נטר,316,KEFAR NETTER,4,41,411,19,141,1,1236,1.2,1.2,,1939,310,10,1881168690,24,401,15000060,2017,Kefar Netter
כפר סאלד,345,KEFAR SZOLD,2,21,211,1,,1,616,0.6,0.6,,1942,330,15,2617578900,122,253,10004591,2017,Kefar Szold
כפר סבא,6900,KEFAR SAVA,4,42,421,0,131,1,100039,99.9,96.3,,1903,140,,1919367644,52,405,10002133,2017,Kefar Sava
כפר סילבר,107,KEFAR SILVER,6,61,614,36,,1,289,0.3,0.2,,1957,340,,1632562022,55,633,10001821,2017,Kefar Silver
כפר סירקין,249,KEFAR SIRKIN,4,42,422,20,142,1,1433,1.4,1.4,,1936,310,,1930066489,41,417,10002116,2017,Kefar Sirkin
כפר עבודה,875,KEFAR AVODA,4,41,411,18,141,1,240,0.2,0.2,,1942,340,,1946168478,70,412,15000060,2017,Kefar Avoda
כפר עזה,845,KEFAR AZZA,6,61,614,37,,1,712,0.7,0.7,,1951,330,15,1555559925,89,651,10001829,2017,Kefar Azza
כפר עציון,3488,KEFAR EZYON,7,76,,76,445,1,1145,1.1,1.1,,1967,330,3,2110361745,934,714,15000586,2017,Kefar Ezyon
כפר פינס,189,KEFAR PINES,3,32,324,14,,1,1037,1,1,,1933,310,2,2004671000,60,351,10004261,2017,Kefar Pines
כפר קאסם,634,KAFAR QASEM,4,42,422,0,142,2,22743,,,22.7,,260,,1976966909,81,451,10002155,2017,Kafar Qasem
כפר קיש,388,KEFAR KISCH,2,22,222,3,,1,564,0.6,0.6,,1946,310,1,2424073029,86,206,10000911,2017,Kefar Kisch
כפר קרע,654,KAFAR QARA,3,32,323,99,,2,18313,,,18.3,,270,,2050971240,109,354,10004233,2017,Kafar Qara
כפר ראש הנקרה,579,KEFAR ROSH HANIQRA,2,24,245,4,,1,1354,1.4,1.3,,1949,330,15,2109877677,33,201,10004302,2017,Kefar Rosh HaNiqra
כפר רוזנואלד (זרעית),1130,KEFAR ROZENWALD(ZARIT),2,24,244,52,,1,264,0.3,0.3,,1967,310,1,2272977831,618,255,10004302,2017,Kefar Rozenwald(Zarit)
כפר רופין,295,KEFAR RUPPIN,2,23,231,7,,1,442,0.4,0.4,,1938,330,15,2525770713,-247,202,10004568,2017,Kefar Ruppin
כפר רות,1166,KEFAR RUT,4,43,431,25,142,1,226,0.2,0.2,,1977,310,1,2030464639,286,424,10002277,2017,Kefar Rut
כפר שמאי,605,KEFAR SHAMMAY,2,21,212,2,,1,502,0.5,0.5,,1949,310,2,2430876244,634,209,10004528,2017,Kefar Shammay
כפר שמואל,743,KEFAR SHEMU'EL,4,43,432,30,143,1,895,0.9,0.9,,1950,310,6,1937164417,107,426,10002228,2017,Kefar Shemu'el
כפר שמריהו,267,KEFAR SHEMARYAHU,5,51,511,99,121,1,1872,1.9,1.8,,1937,350,,1833067703,31,504,10001605,2017,Kefar Shemaryahu
כפר תבור,47,KEFAR TAVOR,2,22,222,99,,1,4099,4.1,4,,1901,190,,2397173250,102,251,10000911,2017,Kefar Tavor
כפר תפוח,3572,KEFAR TAPPUAH,7,73,,72,,1,1166,1.2,1.2,,1978,370,2,2237366944,653,710,10003262,2017,Kefar Tappuah
כרכום,1285,KARKOM,2,22,221,55,,1,529,0.5,0.5,,1988,370,13,2571975949,96,253,10004540,2017,Karkom
כרם בן זמרה,664,KEREM BEN ZIMRA,2,21,212,2,,1,481,0.5,0.5,,1949,310,2,2440477148,822,209,10004528,2017,Kerem Ben Zimra
כרם בן שמן,88,KEREM BEN SHEMEN,4,43,432,25,142,1,89,0.1,0.1,,1958,350,,1938065173,80,424,10002261,2017,Kerem Ben Shemen 
כרם יבנה (ישיבה),1094,KEREM YAVNE(YESHIVA),4,44,441,29,143,1,499,0.5,0.5,,1963,340,,1738163628,50,456,10001821,2017,Kerem Yavne(Yeshiva)
"כרם מהר""ל",580,KEREM MAHARAL,3,32,322,15,243,1,746,0.7,0.7,,1949,310,1,1993872799,93,303,10004333,2017,Kerem Maharal 
כרם שלום,1085,KEREM SHALOM,6,62,622,38,,1,105,0.1,0.1,,1956,330,15,1317857105,87,651,10001893,2017,Kerem Shalom
כרמי יוסף,1264,KARME YOSEF,4,43,432,30,143,1,1707,1.7,1.7,,1984,350,,1925563946,222,426,10002228,2017,Karme Yosef
כרמי צור,3766,KARME ZUR,7,77,,76,,1,1037,1,1,,1984,370,2,2096161296,943,714,15000586,2017,Karme Zur
כרמי קטיף,1374,KARME KATIF,6,61,612,50,,1,151,0.2,0.2,,2016,370,,1917960490,,634,10001813,2017,Karme Katif
כרמיאל,1139,KARMI'EL,2,24,242,0,,1,45919,44.5,37.5,,1964,160,,2276275736,270,208,10004465,2017,Karmi'el
כרמייה,768,KARMIYYA,6,61,614,36,,1,631,0.6,0.6,,1950,330,15,1565861272,29,633,10001829,2017,Karmiyya
כרמים,1198,KERAMIM,6,62,623,41,341,1,466,0.5,0.5,,1980,330,15,1921858239,402,625,10001937,2017,Keramim
כרמל,3656,KARMEL,7,77,,78,,1,422,0.4,0.4,,1981,320,11,2173959328,730,715,10003228,2017,Karmel
לבון,1207,LAVON,2,24,243,56,,1,696,0.7,0.7,,1980,350,,2271976075,554,205,15002358,2017,Lavon
לביא,585,LAVI,2,22,222,3,,1,620,0.6,0.6,,1949,330,3,2417174366,299,206,10004552,2017,Lavi
לבנים,1230,LIVNIM,2,22,221,2,,1,421,0.4,0.4,,1982,310,1,2466175214,-53,209,10004552,2017,Livnim
להב,2023,LAHAV,6,62,623,41,341,1,520,0.5,0.5,,1952,330,15,1875358757,455,625,10001937,2017,Lahav 
להבות הבשן,380,LAHAVOT HABASHAN,2,21,211,1,,1,869,0.9,0.8,,1945,330,15,2607878299,88,253,10004591,2017,Lahavot HaBashan 
להבות חביבה,715,LAHAVOT HAVIVA,3,32,324,14,,1,1007,1,1,,1949,330,15,2010970013,42,351,15002436,2017,Lahavot Haviva
להבים,1271,LEHAVIM,6,62,623,99,341,1,6392,6.2,6.1,,1985,180,,1822458650,310,619,10001946,2017,Lehavim 
לוד,7000,LOD,4,43,432,0,133,4,74604,52,46.1,22.6,1948,150,,1895465097,57,406,10002261,2017,Lod
לוזית,52,LUZIT,1,11,112,26,,1,723,0.7,0.7,,1955,310,1,1893262158,189,151,15000597,2017,Luzit
לוחמי הגיטאות,595,LOHAME HAGETA'OT,2,24,245,4,241,1,661,0.7,0.7,,1949,330,15,2094776315,17,201,10004302,2017,Lohame HaGeta'ot 
לוטם,1171,LOTEM,2,24,242,56,,1,747,0.7,0.7,,1978,330,15,2338475416,315,205,10004513,2017,Lotem
לוטן,1255,LOTAN,6,62,625,53,,1,208,0.2,0.2,,1983,330,15,2081943320,127,608,10001955,2017,Lotan
לימן,674,LIMAN,2,24,245,4,241,1,723,0.7,0.7,,1949,310,1,2108977386,15,201,10004302,2017,Liman 
לכיש,24,LAKHISH,6,61,612,50,,1,731,0.7,0.7,,1955,310,1,1850660773,247,634,10001813,2017,Lakhish
לפיד,1310,LAPPID,4,43,431,25,142,1,2485,2.5,2.5,,1996,190,,2032064717,268,424,10002277,2017,Lappid
לפידות,1173,LAPPIDOT,2,24,243,52,,1,123,0.1,0.1,,1978,310,1,2248276267,471,255,10004484,2017,Lappidot
לקיה,1060,LAQYE,6,62,623,99,341,2,12857,,,12.9,,270,,1873558141,396,652,10001937,2017,Laqye
מאור,2055,MA'OR,3,32,324,14,,1,1291,1.3,1.3,,1953,310,1,2007970341,32,351,15002436,2017,Ma'or
מאיר שפיה,102,ME'IR SHEFEYA,3,32,322,15,,1,304,0.3,0.2,,1923,340,,1975772192,106,303,10004333,2017,Me'ir Shefeya
מבוא ביתר,771,MEVO BETAR,1,11,111,26,444,1,944,0.9,0.9,,1950,320,9,2101162547,752,151,15000597,2017,Mevo Betar
מבוא דותן,3569,MEVO DOTAN,7,71,,72,,1,393,0.4,0.4,,1978,370,11,2166670298,329,710,10003262,2017,Mevo Dotan
מבוא חורון,3709,MEVO HORON,7,74,,73,,1,2589,2.6,2.6,,1970,192,,2034763956,249,711,10003299,2017,Mevo Horon 
מבוא חמה,4204,MEVO HAMMA,2,29,294,71,,1,398,0.4,0.4,,1968,330,15,2616873804,350,219,10004579,2017,Mevo Hamma
מבוא מודיעים,1141,MEVO MODI'IM,4,43,431,25,142,1,246,0.2,0.2,,1964,370,8,1989164897,210,424,10002277,2017,Mevo Modi'im
מבואות ים,1318,MEVO'OT YAM,4,41,411,16,141,1,439,0.4,0.4,,1954,340,,1878270108,3,409,15000060,2017,Mevo'ot Yam 
מבועים,1080,MABBU'IM,6,62,621,42,,1,1218,1.2,1.2,,1958,350,,1671959544,170,651,10001930,2017,Mabbu'im 
מבטחים,829,MIVTAHIM,6,62,622,38,,1,427,0.4,0.4,,1950,310,1,1435757236,130,651,10001893,2017,Mivtahim 
מבקיעים,573,MAVQI'IM,6,61,614,36,,1,445,0.4,0.4,,1949,310,6,1599161459,57,633,10001829,2017,Mavqi'im
מבשרת ציון,1015,MEVASSERET ZIYYON,1,11,111,99,444,1,24445,24.3,23.6,,1951,160,,2144363412,717,152,10002475,2017,Mevasseret Ziyyon
מג'ד אל-כרום,516,MAJD AL-KURUM,2,24,242,99,,2,15066,,,15,,270,,2241475846,242,260,15002358,2017,Majd al-Kurum
מג'דל שמס,4201,MAJDAL SHAMS,2,29,291,99,,2,10930,,,10.9,,270,,2721779660,1230,256,10004579,2017,Majdal Shams
מגאר,481,MUGHAR,2,22,222,99,,2,22261,,,22.2,,260,,2388975471,148,251,10004552,2017,Mughar
מגדים,689,MEGADIM,3,32,321,15,223,1,1311,1.3,1.3,,1949,310,1,1964273727,15,303,10004710,2017,Megadim
מגדל,65,MIGDAL,2,22,221,99,,1,1887,1.8,1.8,,1910,350,,2475774923,-85,251,10004552,2017,Migdal 
מגדל העמק,874,MIGDAL HAEMEQ,2,23,237,0,,1,25371,25.4,22.8,,1952,160,,2230973151,212,221,10004411,2017,Migdal HaEmeq
מגדל עוז,3561,MIGDAL OZ,7,76,,76,445,1,605,0.6,0.6,,1977,330,3,2135961641,939,714,15000586,2017,Migdal Oz
מגדל תפן,1722, ,2,24,243,99,,,,,,,,520,,2261576449,,255,10004484,2017,
מגדלים,3751,MIGDALIM,7,72,,72,,1,335,0.3,0.3,,1983,370,11,2324566631,779,710,10003262,2017,Migdalim 
מגידו,586,MEGIDDO,2,23,234,13,,1,847,0.8,0.8,,1949,330,15,2171172064,154,254,10000911,2017,Megiddo
מגל,375,MAGGAL,3,32,324,14,,1,1103,1.1,1.1,,1953,330,15,2033769910,72,351,15002436,2017,Maggal 
מגן,695,MAGEN,6,62,622,38,,1,542,0.5,0.5,,1949,330,15,1454357893,119,651,10001893,2017,Magen 
מגן שאול,1155,MAGEN SHA'UL,2,23,234,8,,1,670,0.7,0.5,,1976,310,1,2291471412,82,204,10000911,2017,Magen Sha'ul 
מגשימים,722,MAGSHIMIM,4,42,422,20,132,1,1086,1.1,1.1,,1949,310,10,1906066152,50,417,10002116,2017,Magshimim
מדרך עוז,2029,MIDRAKH OZ,2,23,234,13,,1,745,0.7,0.7,,1952,310,1,2151572230,128,254,10000911,2017,Midrakh Oz
מדרשת בן גוריון,1140,MIDRESHET BEN GURION,6,62,626,48,,1,1915,1.9,1.8,,1965,350,,1790952918,473,620,10001918,2017,Midreshet Ben Gurion
מדרשת רופין,897,MIDRESHET RUPPIN,4,41,411,16,141,1,417,0.3,0.3,,1948,340,,1919269429,25,409,15000060,2017,Midreshet Ruppin 
מודיעין-מכבים-רעות*,1200,MODI'IN-MAKKABBIM-RE'UT,4,43,431,0,142,1,91328,91.3,89.5,,1986,150,,2012964476,209,420,10002277,2017,Modi'in-Makkabbim-Re'ut
מודיעין עילית,3797,MODI'IN ILLIT,7,74,,0,,1,70081,70.1,70.1,,1996,150,,2042664879,283,730,10003299,2017,Modi'in Illit
מולדת,269,MOLEDET,2,23,233,8,,1,1048,1,1,,1937,320,1,2416272137,63,204,10000911,2017,Moledet
מוצא עילית,208,MOZA ILLIT,1,11,111,26,444,1,1107,1.1,1.1,,1933,350,,2150363345,637,151,10002475,2017,Moza Illit
מוקייבלה,635,MUQEIBLE,2,23,234,8,,2,3915,,,3.9,,290,,2280771334,88,204,10000911,2017,Muqeible
מורן,1163,MORAN,2,24,242,56,,1,456,0.5,0.4,,1977,330,15,2371675853,326,205,10004465,2017,Moran 
מורשת,1178,MORESHET,2,24,241,56,241,1,1438,1.4,1.4,,1981,370,11,2221774795,310,205,10004513,2017,Moreshet
מזור,606,MAZOR,4,42,422,25,142,1,1329,1.3,1.3,,1949,310,1,1931066207,54,424,10002116,2017,Mazor
מזכרת בתיה,28,MAZKERET BATYA,4,44,441,99,143,1,14159,14.2,14,,1883,170,,1852763993,62,453,10002241,2017,Mazkeret Batya
"מזרח השרון מ""א 16",1879,,4,41,412,16,,,,,,,,530,,2001069530,,,,2017,
"מזרח השרון מ""א 18",1880,,4,41,412,18,,,,,,,,530,,2002068950,,,,2017,
מזרע,104,MIZRA,2,23,234,9,,1,717,0.7,0.7,,1923,330,15,2271472850,99,254,10000911,2017,Mizra
מזרעה,517,MAZRA'A,2,24,245,99,241,2,3777,,,3.8,,290,,2095476542,15,201,10004302,2017,Mazra'a
מחולה,3599,MEHOLA,7,75,,75,,1,537,0.5,0.5,,1968,310,2,2486669693,-177,712,10003262,2017,Mehola
