kod,teur,SemelYeshuv
1225,רח 2632,4000
1226,שחם,4000
1227,הללויה,4000
1228,משעול תורת חיים,4000
1229,מבוא הכרמל,4000
1230,מעלות אל עבאסי עסאם,4000
1231,מבוא חיפה,4000
1232,ספיר,4000
1233,ענבר,4000
1234,טופז,4000
1235,ארליך דוד פרופ',4000
1236,רח 564,4000
1237,רח 735,4000
1238,שהם צבי,4000
1239,שדרות הדקלים,4000
1240,שד' עזר וייצמן,4000
1242,דרך אריאל שרון,4000
1243,רובי שפירא,4000
1245,עמירם חרלף,4000
1246,אברהם גינזבורג,4000
1247,אורי וינברג,4000
1248,פרץ זאב אטקס,4000
1249,אשר עלמני,4000
1250,דרך נחל הגיבורים,4000
1251,הבישוף חג'אר,4000
1252,"זימנא נחום ד""ר",4000
1254,שלהוב ג'מיל,4000
1255,משעול יהודית ומאיר,4000
1256,יפה ירקוני,4000
1257,אהוד מנור,4000
1258,יוסי בנאי,4000
1259,עפרה חזה,4000
1260,יהורם גאון,4000
1261,ירדנה ארזי,4000
1262,חיים קסטן,4000
1263,שושנה דמארי,4000
1264,חושן,4000
1266,מנשה קדישמן,4000
1267,חיה תומא,4000
1268,יונתן (ג'וני) הרדי,4000
1269,ישעיהו (שייע) שווגר,4000
1300,מנהרות הכרמל,4000
1301,מרמרי,4000
1352,סמ חג'אג',4000
1353,מעלות גרונר דב,4000
1354,עזרא,4000
1385,קדיש לוז,4000
1386,נעמי שמר,4000
1387,גלוברמן יהושע,4000
1388,אורלנד יעקב,4000
1389,חצוצרה בוואדי,4000
1390,אריה (לובה) אליאב,4000
1391,יגאל אלון,4000
1392,וילנאי זאב,4000
1393,סכנין אברהם,4000
1394,יערי מאיר,4000
1395,שלון,4000
1396,חסידי אומות העולם,4000
1397,אלתר אליעזר,4000
1398,קושניר יוסף,4000
1399,אזולאי יעקב השופט,4000
1401,לוין גוטל,4000
1410,בת חן,4000
1411,צופית,4000
1412,חוחית,4000
1413,דוכיפת,4000
1414,הפשוש,4000
1450,ולנברג ראול,4000
1460,קוסטה ריקה,4000
1465,יקינתון,4000
1466,גולדמן נחום,4000
1467,סייפן,4000
1470,תבואות הארץ,4000
1471,מגדל אור,4000
1500,ניסים יצחק הרב,4000
1501,לבנון ישראל,4000
1502,"החיד""א",4000
1503,אספיס אברהם,4000
1504,גץ יצחק,4000
1505,אור החיים,4000
1506,גורן שלמה הרב,4000
1507,"חב""ד",4000
1508,פרומר דב,4000
1509,מושקא חיה,4000
1511,שד' מייק ברנט,4000
1512,טיילת אריה גוראל,4000
1513,טיילת חולדה גורביץ,4000
2511,המסילה,4000
2635,רח 2635,4000
2653,רח 2653,4000
2659,רח 2659,4000
2674,זוהר,4000
2675,הוד,4000
2676,נוי,4000
2677,נועם,4000
2678,חמדה,4000
2679,יפעה,4000
4045,צ'ק פוסט,4000
4059,גשר פז,4000
4061,מחלף גדוד 21,4000
4067,מחלף ההסתדרות,4000
4068,מחלף הקישון,4000
6000,ככר זלטין,4000
6001,ככר אמפא,4000
6002,ככר דוד,4000
6003,ככר הגבורה,4000
6004,ככר ההגנה,4000
6005,ככר היינה,4000
6006,ככר הרברט סמואל,4000
6007,ככר הרקפות,4000
6008,ככר זיו,4000
6009,ככר מאירהוף,4000
6010,ככר סולל בונה,4000
6011,ככר ספקטור,4000
6012,ככר פלומר,4000
6013,ככר פריס,4000
6014,ככר קפלנסקי,4000
6015,ככר עולי הגרדום,4000
6016,ככר אמיל גרינצוויג,4000
6017,ככר מעפילי קפריסין,4000
6018,רחבת כמיל שחאדה,4000
6019,ככר מינה,4000
6020,ככר אליזבט,4000
6021,ככר בני אחוזה,4000
6022,ככר דוד הכהן,4000
6023,ככר הנדריק סרברוב,4000
6024,ככר הלייט,4000
6025,ככר חיל הרפואה,4000
6026,ככר יד לבנים,4000
6027,ככר כיאט,4000
6028,ככר מסריק,4000
6029,ככר צייזל,4000
6030,ככר פייצל,4000
6031,ככר צים,4000
6032,ככר שפירא יצחק,4000
6033,ככר אגמי אורי,4000
6034,כיכר שמואל טנקוס,4000
6035,ככר ישעיהו לייבוביץ,4000
6036,ככר אנואר סאדאת,4000
6037,ככר פדרמן יקותיאל,4000
6038,ככר שבבו שושנה,4000
6039,ככר מוסינזון יגאל,4000
6040,ככר הפיליפינים,4000
6041,כיכר הפיליפינים,4000
6042,כיכר אורי זוהר,4000
6043,ככר שמידט אנטון,4000
6044,כיכר רוטרי חיפה,4000
6045,כיכר אבי רן,4000
6046,"ככר אונסק""ו",4000
6047,ככר עציוני משה,4000
6048,רחבת הטמפלרים,4000
6049,רחבת המחוללים,4000
6050,כיכר אדם פיש,4000
6051,כיכר ליאו גולדהמר,4000
6052,כיכר טוביה פרידמן,4000
6053,"כיכר ד""ר אלי נחמיאס",4000
6054,כיכר מרדכי מנו,4000
6055,כיכר חתני פרס נובל,4000
6056,כיכר רות מושכל,4000
6057,כיכר שלמה וול,4000
6058,כיכר להקת הגבעטרון,4000
6059,כיכר להקת הדודאים,4000
6060,כיכר להקת משינה,4000
6061,כיכר להקת כוורת,4000
6062,כיכר להקת חלב ודבש,4000
6063,"כיכר ד""ר אריך לב",4000
6064,כיכר מרדכי שטיינברג,4000
6065,כיכר יוסף קרני,4000
6066,כיכר אריה בן צבי,4000
6067,כיכר שלמה ג'מוס,4000
6068,ככר כהן דוד,4000
6069,כיכר לוי שבואלי,4000
6070,כיכר קיצס וכהן,4000
6071,ככר הרב עובדיה יוסף,4000
6072,כיכר חדוה שפיגל,4000
6073,כיכר בוטרוס אבו מנה,4000
6074,כיכר רומניה,4000
6075,כיכר 6075,4000
6076,כיכר משה ורטמן,4000
6077,כיכר בן ציון רייפר,4000
6078,כיכר אמי נתר,4000
6080,ככר האוניברסיטה,4000
6081,ככר הכט ראובן,4000
6083,ככר המר זבולון,4000
6085,כיכר 6085,4000
6087,ככר בולגריה,4000
6088,ככר ברנר מילה,4000
6089,ככר זכאי אברהם,4000
6090,ככר וידרא נפתלי,4000
6091,כיכר דנמרק,4000
6092,כיכר הבורג',4000
6093,כיכר זאהי כרכבי,4000
6096,ככר ג'רלד פרדמן,4000
6098,כיכר 6098,4000
6099,ככר אמיל חביבי,4000
6103,ככר חיפה - בוסטון,4000
6108,כיכר פרימו לוי,4000
6112,כיכר זינגר יוסף,4000
6115,כיכר רובי,4000
6116,כיכר ברוך רפפורט,4000
6117,כיכר ואצלב האוול,4000
6132,כיכר נפתלי אילתי,4000
6143,כיכר חביב,4000
6146,כיכר יצחק חופי,4000
6148,כיכר גיורא פישר,4000
6149,ככר פול ומאי אריאלי,4000
6150,כיכר פאפא,4000
6151,כיכר עמנואל זמיר,4000
6500,אזור שמן,4000
6501,שכ קרית חיים,4000
6502,מע ק שמואל,4000
6503,קרית חשמל,4000
6504,ש אנגלו סכסים,4000
6505,ש אסבסט קרית חיים,4000
6506,ש אקדמאים,4000
6507,ש חדש קרית שמואל,4000
6508,ש חילים משוחררים,4000
6509,שכ הרצליה,4000
6510,ש משכנות ק שמואל,4000
6511,ש סוכנות ק שמואל,4000
6512,ש ערוני מפרץ,4000
6513,מתחם האיצטדיון,4000
6514,ש קרית שמואל ב,4000
6515,שכ הרכבת,4000
6516,שכ קרית שמואל,4000
6517,אזור מלאכה ומסחר,4000
6518,שכ כרמל צרפתי,4000
6519,שכ קרית אליהו,4000
6520,מתחם מיכלי הנפט,4000
6521,שכ ואדי ניסנאס,4000
6522,שכ אחוזה,4000
6523,שכ תל עמל,4000
6524,שכ נווה שאנן,4000
6525,ואדי סליב,4000
6526,ואדי רושמיה,4000
6527,שכ המגינים,4000
6528,שכ המושבה הגרמנית,4000
6529,אזור תעשייה,4000
6530,"א""ת מפרץ(צפון-מערב)",4000
6531,"א""ת מפרץ(צפון-מזרח)",4000
6532,שכ נאות פרס,4000
6533,שכ נחלה,4000
6534,שדה התעופה,4000
6536,שכ יצחק נבון,4000
6540,מכון הטיהור,4000
6541,אדמות יגור,4000
6550,בית עולים בת גלים,4000
6551,מע ק אליהו,4000
6552,קרית אליעזר,4000
6553,שכ יזרעאליה,4000
6554,ש ח משוח בת גלים,4000
6555,שכ גאולה,4000
6556,שכ מרכז הדר,4000
6557,"ש צה""ל",4000
6558,שכ החוף השקט,4000
6575,נוה דוד,4000
6576,עין הים,4000
6577,ש קרית שפרינצק,4000
6578,שכ ואדי שיאח,4000
6579,שכ כפר סמיר,4000
6580,חצרות כרמל,4000
6589,שכ זיו,4000
6590,מע אחוזה,4000
6592,רמת גולדה,4000
6593,ש הוד הכרמל,4000
6594,תל שקמונה,4000
6595,רמת אשכול,4000
6596,רמת אלמוגי,4000
6597,רמת בגין,4000
6598,שכ שער העליה,4000
6599,רמת בן גוריון,4000
6601,קרית חיים מזרחית,4000
6602,קרית חיים מערבית,4000
6603,העיר התחתית,4000
6604,קרית רבין,4000
6605,שכ כרמליה,4000
6606,שכ רוממה,4000
6607,רמות ספיר,4000
6608,שכ ורדיה,4000
6609,רמת חן,4000
6610,רמות רמז,4000
6611,סביוני הכרמל,4000
6612,כרמל צפוני,4000
6613,כרמל מערבי,4000
6614,רמת התשבי,4000
6615,כפר כבביר,4000
6616,שכ שמבור,4000
6618,הדר הכרמל,4000
6625,ש רמת שאול,4000
6630,כרמל מרכזי,4000
6636,ש רמת הדר,4000
6650,ש רמת גאולה,4000
6651,ש רמת ויזניץ,4000
6652,שכ ואדי טינה,4000
6660,רמת גוראל,4000
6674,שכ נווה גנים,4000
6675,ש בולגרים חל,4000
6676,ש נוה יוסף,4000
6677,שכ חליסא,4000
6706,קרית הטכניון,4000
6708,רמת אלון,4000
6710,"אזור בי""ח פלימן",4000
6711,נוף המפרץ,4000
6712,גבעת זמר,4000
6715,הרב שאר ישוב כהן,4000
7001,בתי הזיקוק,4000
8001,נמל חיפה,4000
8002,נמל הקישון,4000
8003,נמל הדיג,4000
8004,מספנות ישראל,4000
8011,מרכז תעשיות מדע,4000
9000,חיפה,4000
101,רדינג,5000
102,בן הלל מרדכי,5000
103,הררי,5000
105,קרני יהודה,5000
106,שמעוני,5000
107,פיכמן,5000
108,הברון הירש,5000
109,בלום ליאון,5000
110,ברש אשר,5000
111,ברודצקי,5000
112,נח,5000
113,לחובר,5000
114,סלואדור,5000
115,הרטגלס,5000
116,לבנון חיים,5000
117,גרונימן,5000
118,כפר יונה,5000
119,פטאי יוסף,5000
120,טורטשינר,5000
121,צמחי היהודים,5000
122,קרויס,5000
123,ברודי,5000
124,הופיין,5000
125,בארט,5000
126,אינשטיין,5000
128,"חי""ש",5000
129,עוזי חיטמן,5000
130,המשמר האזרחי,5000
131,הנוטר,5000
132,המתנדב,5000
133,אפקים,5000
134,חיל המשמר,5000
135,מגשימים,5000
136,עלומים,5000
137,מרדכי (מוטה) גור,5000
138,מבטחים,5000
139,שפיה,5000
140,קוממיות,5000
141,ברקאי שמואל,5000
142,שמיר,5000
143,ארזי יהודה,5000
144,פרויד,5000
145,קלוזנר,5000
146,שבט ראובן,5000
147,שבט גד,5000
149,שבט בנימין,5000
150,שבט שמעון,5000
151,שבט לוי,5000
152,שבט יששכר,5000
153,שבט יהודה,5000
154,שבט זבולון,5000
156,שבט דן,5000
157,שבט אשר,5000
158,שבט יוסף,5000
159,משל ירוחם,5000
160,ברלינר,5000
161,"ש""י",5000
162,פראנקל,5000
165,התנאים,5000
166,הסבוראים,5000
167,האמוראים,5000
168,קרית שאול,5000
169,רודנסקי שמואל,5000
171,קלצ'קין,5000
172,שד' אבנר מאיר,5000
173,קרן היסוד,5000
174,טאגור רבינדרנארט,5000
175,אנדרסן,5000
176,פסטרנק אריה,5000
177,ברגסון,5000
178,מוריץ דניאל,5000
179,פיליכובסקי,5000
180,שד' רוקח,5000
181,יהודה הנשיא,5000
182,לויטן יצחק,5000
183,מניה וישראל,5000
184,הרכש,5000
185,פרופס אהרון צבי,5000
186,יקותיאלי יוסף,5000
187,אושה,5000
189,משמר הגבול,5000
190,אופנהיימר,5000
191,גייגר,5000
192,רבינא,5000
193,רב אשי,5000
194,ברזיל,5000
195,אפטר יעקב,5000
196,בורלא יהודה,5000
197,אשכול לוי,5000
198,"עגנון ש""י",5000
199,למדן יצחק,5000
200,קיציס יוסף,5000
201,בן ישי,5000
202,קהילת סופיה,5000
203,רוזאניס,5000
204,מיזאן,5000
205,רומנו,5000
207,מנורה,5000
208,גנתון,5000
209,רוממה,5000
210,מורשת,5000
211,יפעת,5000
212,יציץ,5000
213,גזית,5000
215,רפידים,5000
216,מגדל שרשן,5000
217,תל ברוך,5000
218,אופיר,5000
219,אוגרית,5000
220,שורר חיים,5000
221,הרבסט קרול,5000
222,קפריסין,5000
223,עמרי,5000
224,בית חורון,5000
225,בני אפרים,5000
226,וייז ג'ורג',5000
227,קהילת יאסי,5000
228,יד המעביר,5000
229,קהילת בודפסט,5000
230,קהילת ורשה,5000
231,קהילת אודסה,5000
232,קהילת קישינוב,5000
233,קהילת טשרנוביץ,5000
234,בריג אמיל,5000
235,קהילת לודג',5000
236,הדר יוסף,5000
237,בן זבארה,5000
238,ברכיהו הנקדן,5000
239,זכות משה,5000
240,סומו יהודה,5000
241,יוסף האפרתי,5000
242,חופשי דוד,5000
243,רח 975,5000
244,קהילת לבוב,5000
245,קהילת קרקוב,5000
246,קהילת ביאליסטוק,5000
247,קהילת בריסק,5000
248,קדושי השואה,5000
249,מבצע קדש,5000
251,קהילת ונציה,5000
252,קהילת סאלוניקי,5000
253,קהילת ריגא,5000
254,קהילת ז'יטומיר,5000
255,קהילת פאדובה,5000
256,קהילת פוזנא,5000
257,קהילת קובנה,5000
258,קהילת קיוב,5000
262,חצור,5000
263,קדש ברנע,5000
264,שניר,5000
265,קרן קיימת לישראל,5000
266,אש שלום,5000
267,גולדברג לאה,5000
268,אנכי,5000
269,אלתרמן נתן,5000
270,המאירי אביגדור,5000
271,האוזנר דב,5000
272,שיטרית,5000
273,שינמן פנחס,5000
274,אריכא יוסף,5000
275,רקנאטי,5000
276,פרסיץ שושנה,5000
277,זאב,5000
278,זליג,5000
279,מעונות אוניברסיטה,5000
280,מרק יעקב,5000
281,אחימאיר אבא,5000
282,בן יוסף שלמה,5000
283,בית צורי אליהו,5000
284,חכים אליהו,5000
285,גרונר דב,5000
286,אלקחי מרדכי,5000
287,קשאני אליעזר,5000
288,ברזאני משה,5000
289,פיינשטיין,5000
290,חביב אבשלום,5000
291,נקר מאיר,5000
292,וייס יעקב,5000
293,דרזנר יחיאל,5000
294,גליקסברג,5000
295,שלונסקי,5000
296,פרידלנד צבי,5000
297,ברטונוב יהושע,5000
298,צ'מרינסקי ברוך,5000
299,טורקוב זיגמונד,5000
300,מסקין אהרון,5000
301,"צה""ל",5000
302,ברק,5000
303,המצביאים,5000
304,בת יפתח,5000
305,סביון,5000
306,נורית,5000
307,הרדוף,5000
308,אמנון ותמר,5000
309,מרגנית,5000
310,עיר שמש,5000
311,יהונתן,5000
312,אהוד,5000
313,אבנר,5000
314,יואב,5000
315,השושנים,5000
316,אבישי,5000
317,שמגר,5000
318,בניהו,5000
319,בת חן,5000
320,הפרסה,5000
321,עשהאל,5000
322,בנימין מטודלה,5000
323,משמר הירדן,5000
324,אלדד הדני,5000
325,סמ צדוק חיים,5000
326,אשכנזי,5000
328,פתחיה מרגנשבורג,5000
329,רומנילי,5000
330,אבן ספיר,5000
331,תבואות הארץ,5000
332,אליהו מפירארה,5000
333,דילה רינה יוסף,5000
334,חילו יצחק,5000
335,הגולן,5000
336,הרוגי מלכות,5000
337,גולי קניה,5000
338,גולי אריתראה,5000
339,טובים עמנואל,5000
340,נמירובר,5000
341,לויטה,5000
342,קרפל ליפא,5000
343,טריטש,5000
344,שטיינר,5000
345,עולי הגרדום,5000
346,מרכוס דוד,5000
347,טבנקין יצחק,5000
348,ניסן כהן,5000
349,"ק""ם",5000
350,"גדנ""ע",5000
351,ביריה,5000
352,הטית זין,5000
353,הראל,5000
354,עטרות,5000
355,רבדים,5000
356,רמות נפתלי,5000
357,הלמד הא,5000
358,באסולה,5000
359,סמ משמר הירדן,5000
360,הברזל,5000
361,ולנברג ראול,5000
362,רח 2143,5000
364,הארד,5000
365,הנחושת,5000
366,רוזוב,5000
367,דבורה הנביאה,5000
368,רח 2382,5000
369,רח 2383,5000
370,רח 2384,5000
371,נחלאות,5000
372,רח 2370,5000
373,בית אל,5000
374,רמה,5000
375,כיסופים,5000
376,רביבים,5000
377,אדירים,5000
378,פילדלפיה,5000
379,הצנחנים,5000
380,"אח""י דקר",5000
381,אלמגור,5000
382,כורזים,5000
383,נהריים,5000
384,מינץ בנימין,5000
385,ענתות,5000
386,שוהם מתתיהו,5000
387,ויסבורג חיים,5000
388,טולקובסקי,5000
389,מויאל אהרון,5000
390,בראלי,5000
391,אבוקה,5000
392,פומרוק יוסף,5000
393,אמירים,5000
394,מבוא גילת,5000
395,מבוא גניגר,5000
396,מבוא געתון,5000
397,מבוא גרופית,5000
398,הדף היומי,5000
399,תירוש,5000
400,סנה משה,5000
401,"כ""ג יורדי הסירה",5000
402,התערוכה,5000
403,ירמיהו,5000
404,דיזנגוף,5000
405,זכריה,5000
406,צידון,5000
407,שער ציון,5000
408,הושע,5000
409,נמל תל אביב,5000
410,נחשון,5000
411,חבקוק,5000
412,נחום,5000
413,מיכה,5000
414,יואל הנביא,5000
415,יחזקאל,5000
416,מלאכי,5000
417,עובדיה הנביא,5000
418,סמ מיכה,5000
419,צפניה,5000
420,יוחנן הורקנוס,5000
422,שמעון התרסי,5000
423,סמ התרסי,5000
424,אלכסנדר ינאי,5000
425,שד נורדאו,5000
426,יהושע בן נון,5000
427,עמוס,5000
428,סמ עמוס,5000
429,סוקולוב,5000
430,סמ נורדאו,5000
431,ישעיהו,5000
432,חגי,5000
433,מודיעין,5000
434,אגריפס,5000
435,אוסישקין,5000
436,ארבע ארצות,5000
437,אשתורי הפרחי,5000
438,משעול שמידט יוסף,5000
439,עובדיה מברטנורה,5000
440,אלקלעי,5000
441,"השל""ה",5000
442,עמדן יעקב,5000
443,אייבשיץ,5000
444,הבשן,5000
445,יריחו,5000
446,עין גדי,5000
447,הגלעד,5000
448,הר נבו,5000
449,זנגביל,5000
450,בזל,5000
451,מנדלשטם,5000
452,טהון יהושע,5000
453,יפה נוף,5000
454,מוצקין,5000
455,ויתקין,5000
456,ז'בוטינסקי,5000
457,גריזים,5000
458,פקיעין,5000
459,סמ זנגביל,5000
460,סמ מנדלשטם,5000
461,הירקון,5000
462,ברון עקיבא,5000
463,סמ נחושתן,5000
464,"שד' יוצ""ר",5000
465,זרובבל יעקב,5000
466,בת מרים יוכבד,5000
467,בוקשפן דוד,5000
468,בויאר אברהם,5000
470,מעבר 2389,5000
471,דיסנצ'יק אריה,5000
472,ארם משה,5000
473,רח 2390,5000
474,רח 1285,5000
475,רח 2421,5000
476,אגדתי ברוך,5000
477,השחקנים,5000
478,חנה מרון,5000
479,אהובה עוזרי,5000
480,דבורה עומר,5000
482,רחל כהן כגן,5000
483,בתיה,5000
484,שלמה קאשי,5000
495,בינט מאיר,5000
496,לילי מנחם,5000
501,"מהר""ל",5000
502,"חת""ם סופר",5000
503,לוי יצחק,5000
504,התניא,5000
505,פרנקפורט,5000
506,וילנא,5000
507,פראג,5000
508,הלפרין,5000
509,זלטופולסקי,5000
510,בן יהודה,5000
511,מאנגר איציק,5000
512,סמ החובבים,5000
513,יוסט,5000
514,בחור אליהו,5000
515,עמנואל הרומי,5000
516,אמסטרדם,5000
517,קלונימוס,5000
518,עזריה מן האדומים,5000
519,קורדובה,5000
520,וורמיזה,5000
521,"סמ נ""ס",5000
522,הקליר,5000
523,אלחריזי,5000
524,משה אבן עזרא,5000
525,הפרדס,5000
526,שמואל הנגיד,5000
527,הדסה,5000
528,יודפת,5000
529,גוש חלב,5000
530,באר טוביה,5000
531,חולדה,5000
532,מצדה,5000
533,"אד""ם הכהן",5000
534,ליברמן,5000
535,ויזל,5000
536,"יהל""ל",5000
537,שדרות בן גוריון,5000
538,לסל,5000
539,אהרון דוד גורדון,5000
540,ברנשטיין אדוארד,5000
541,"רנ""ק",5000
542,וייס אייזיק הירש,5000
543,גרץ,5000
544,"שי""ר",5000
545,רחל,5000
546,מלון אורה,5000
547,סמ בן יהודה,5000
602,מלון בזל,5000
603,אמיל זולה,5000
604,ז'ורס ז'אן,5000
605,ביירון,5000
606,קורולנקו,5000
607,נתן החכם,5000
608,הוז דב,5000
609,ישורון,5000
610,רופין,5000
611,ארנון,5000
612,הכרם,5000
613,עם ישראל חי,5000
614,יהואש,5000
615,"של""ג",5000
616,מאפו,5000
617,מנדלי מוכר ספרים,5000
618,בוגרשוב,5000
619,טייגר היל,5000
620,סירקין,5000
621,סמולנסקין,5000
622,פרוג,5000
623,שלום עליכם,5000
624,חובבי ציון,5000
625,בן עמי,5000
626,גנסין,5000
627,פינסקר,5000
628,בילינסון,5000
629,אהרונוביץ,5000
630,דרויאנוב,5000
631,לוריא,5000
632,גליקסון,5000
633,צפת,5000
634,טבריה,5000
635,רציף הירקון,5000
636,פרי אליעזר,5000
638,דיזנגוף סנטר,5000
639,קהילת קליבלנד,5000
640,חוף גורדון,5000
641,מלון קרלטון,5000
645,מרינה,5000
646,גארי ברתיני,5000
700,כרם התימנים,5000
701,מנדלסון,5000
702,שפינוזה,5000
703,פילון,5000
704,כהן הרמן,5000
705,ריינס,5000
706,גוטליב,5000
707,הירשנברג,5000
708,"ש""ץ",5000
709,ישראליס,5000
710,שלמה המלך,5000
711,גורדון י ל,5000
712,"סמ יל""ג",5000
713,סמ גור אריה,5000
714,פרישמן,5000
715,לכיש,5000
716,מלון אסטור,5000
717,מגידו,5000
718,מצפה,5000
719,גזר,5000
720,שטנד,5000
721,רייך,5000
722,שד' מסריק,5000
723,"שדרות ח""ן",5000
724,אימבר,5000
725,נצח ישראל,5000
726,גדעון,5000
727,השופטים,5000
728,לטריס,5000
729,הנביאים,5000
730,מלכי ישראל,5000
731,שמשון,5000
732,ספיר אליהו,5000
733,סמ רשבג,5000
735,המליץ,5000
737,בוקי בן יגלי,5000
738,המלך ג'ורג',5000
739,בר גיורא,5000
740,עין חרוד,5000
741,תל חי,5000
742,זמנהוף,5000
743,אסתר המלכה,5000
744,שולמית,5000
745,רות,5000
746,יעל,5000
747,שפירא צבי,5000
748,שמריהו לוין,5000
749,"שד' תרס""ט",5000
750,חיסין,5000
751,שד' בן ציון,5000
752,לב אברהם,5000
753,מרמורק,5000
754,"ביל""ו",5000
755,טוסקניני,5000
756,הוברמן,5000
757,יוסף אליהו,5000
758,האלקושי,5000
759,רוזנבאום,5000
760,פולד ברכה,5000
776,סטארה אלברט,5000
777,צוויג סטפן,5000
801,פינלס,5000
802,בובליק,5000
803,שלומציון המלכה,5000
804,בני דן,5000
805,מתתיהו כהן גדול,5000
806,יוחנן הגדי,5000
807,יונתן הופסי,5000
808,אונקלוס,5000
809,לואי מרשל,5000
810,דה האז,5000
811,מרים החשמונאית,5000
812,חוני המעגל,5000
813,אנטיגונוס,5000
814,יהודה המכבי,5000
815,אלעזר החורני,5000
816,אריסטובול,5000
817,שטריקר,5000
818,שד סמאטס,5000
819,ברנדיס,5000
820,הרב צירלסון,5000
821,ועידת קטוביץ,5000
822,הרב פרידמן,5000
823,רילף יצחק,5000
824,רב צעיר,5000
825,שלזינגר,5000
826,הילדסהיימר,5000
827,ניסנבוים,5000
828,הרב עמיאל,5000
829,ויצמן,5000
830,בני משה,5000
831,בירנבוים,5000
832,ירושלמי,5000
833,תוספתא,5000
834,הכנסת הגדולה,5000
835,בבלי,5000
836,בן סירא,5000
837,זמר חנה,5000
838,מרגלית מאיר,5000
839,הזוהר,5000
840,המשנה,5000
841,הנשיאים,5000
842,פעמוני יוסף,5000
844,סנהדרין,5000
845,רחבת מילאנו,5000
847,הרב ניסים,5000
848,זטורי משה,5000
849,שטינמן,5000
901,עקיבא אריה,5000
902,אהבת ציון,5000
903,חיותמן,5000
904,דנין,5000
905,סמילנסקי,5000
906,שרת משה,5000
908,גור יהודה,5000
909,שד' הציונות,5000
910,ויסוצקי,5000
911,בילטמור,5000
912,חנקין,5000
913,קרמניצקי,5000
914,פנקס,5000
915,בודנהיימר,5000
916,הא באייר,5000
917,שור,5000
918,מוזיר יעקב,5000
919,ילין דוד,5000
920,אפשטיין,5000
921,מוסינזון,5000
922,אבן ג'נאח,5000
923,"רד""ק",5000
924,בן סרוק,5000
925,בן שפרוט,5000
926,בן לברט,5000
927,רח 1184,5000
928,רמז דוד,5000
929,מטמון כהן,5000
930,חדרה,5000
931,"תש""ח",5000
932,הלסינקי,5000
933,ליסין,5000
934,ארלוזורוב,5000
935,פייבל,5000
936,זלוציסטי,5000
937,קליי,5000
938,זכרון יעקב,5000
939,חברה חדשה,5000
940,בלקינד,5000
941,גלוסקין,5000
942,כהנשטם,5000
943,השופט נופך,5000
944,גבעת המורה,5000
945,ליפסקי לואי,5000
946,רח 1279,5000
950,מסוף רדינג,5000
951,מסוף ארלוזורוב,5000
1000,דוש,5000
1001,בוסקוביץ,5000
1002,אלוני ניסים,5000
1003,רח 1297,5000
1004,רח 1296,5000
1005,הרב גורן שלמה,5000
1006,על פרשת דרכים,5000
1007,זהרירה חריפאי,5000
1008,בארי,5000
1009,סולד הנרייטה,5000
1010,התמר,5000
1011,דרך נמיר מרדכי,5000
1012,הרימון,5000
1013,הגפן,5000
1014,הזית,5000
1015,התאנה,5000
1016,דפנה,5000
1017,שילה,5000
1018,מודיליאני,5000
1019,גליצנשטין,5000
1020,בצלאל,5000
1021,סוטין,5000
1022,אורי,5000
1023,פישמן מימון,5000
1024,נהרדעא,5000
1025,פומבדיתא,5000
1026,בלוך דוד,5000
1027,רב אלוף יעקב דורי,5000
1028,חכמי קירואן,5000
1029,רמברנדט,5000
1030,שטרוק,5000
1031,ליליאן,5000
1032,אנטוקולסקי,5000
1033,צייטלין,5000
1034,דובנוב,5000
1035,שד' דוד המלך,5000
1036,בריינין ראובן,5000
1037,שד' שאול המלך,5000
1038,דוליצקי,5000
1039,קצנלסון יצחק,5000
1040,אבן גבירול,5000
1041,מאנה,5000
1042,דה וינצ'י לאונרדו,5000
1043,זיו רבקה,5000
1044,מעלה שמיר משה,5000
1045,ברקוביץ,5000
1046,מרכז גולדה מאיר,5000
1047,ספיר פנחס,5000
1048,דרך אליאב לובה,5000
1101,יהודה הלוי,5000
1102,ברדיצ'בסקי,5000
1103,שדרות רוטשילד,5000
1104,אחד העם,5000
1106,כרמיה,5000
1107,החשמונאים,5000
1108,לונץ,5000
1109,בר אילן,5000
1110,שיינקין,5000
1111,הגלבוע,5000
1112,מרכז בעלי מלאכה,5000
1113,נפחא יצחק,5000
1114,העבודה,5000
1115,חיות פרץ,5000
1116,"רש""י",5000
1117,לאן א,5000
1118,סמטה אלמונית,5000
1120,סמטה פלונית,5000
1121,"מיכ""ל",5000
1122,בורוכוב,5000
1123,חיים ואלישע,5000
1124,ורבורג,5000
1125,שבע השקמים,5000
1126,משעול יעקב,5000
1127,רבנו תם,5000
1128,טרומפלדור,5000
1129,ברוק צבי,5000
1130,ברנשטין כהן,5000
1131,שניאור זלמן,5000
1132,בר כוכבא,5000
1133,המכבי,5000
1134,בית לחם,5000
1135,אלנבי,5000
1136,אלו מציאות,5000
1137,ביאליק,5000
1138,אידלסון אברהם,5000
1139,הס משה,5000
1140,טשרניחובסקי,5000
1141,חברון,5000
1142,בית החיים,5000
1143,רציף הרברט סמואל,5000
1144,נס ציונה,5000
1145,סמטת שרה עזריהו,5000
1146,הירדן,5000
1147,לאן ב,5000
1148,סמ גן מאיר,5000
1150,מורד הטיילת,5000
1151,מלון ימית,5000
1160,אוניברסיטת תל -אביב,5000
1170,שדה תעופה שדה דב,5000
1201,יונה הנביא,5000
1202,הכובשים,5000
